Day,bikes_hired,year,month,date,day_of_week,season,avg_temp,avg_humidity,avg_pressure,avg_windspeed,rainfall_mm,Rain,Fog,Thunderstorm,Snow,rain,fog,thunderstorm,snow
2012-08-18,40577,2012,8,18,Saturday,3,24,59,1014,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-08-19,35370,2012,8,19,Sunday,3,23,66,1015,10,0,,,1,,FALSE,FALSE,TRUE,FALSE
2012-08-20,37997,2012,8,20,Monday,3,21,70,1019,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-21,39185,2012,8,21,Tuesday,3,19,72,1017,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-22,39962,2012,8,22,Wednesday,3,18,67,1017,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-23,36578,2012,8,23,Thursday,3,17,66,1014,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-08-24,33329,2012,8,24,Friday,3,17,75,1005,13,0.76,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-25,17802,2012,8,25,Saturday,3,19,85,1001,14,11.94,1,,1,,TRUE,FALSE,TRUE,FALSE
2012-08-26,31939,2012,8,26,Sunday,3,17,64,1015,19,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-08-27,27522,2012,8,27,Monday,3,17,75,1014,14,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-28,37362,2012,8,28,Tuesday,3,19,72,1013,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-29,30916,2012,8,29,Wednesday,3,17,83,1012,14,4.06,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-30,30379,2012,8,30,Thursday,3,14,74,1016,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-08-31,37406,2012,8,31,Friday,3,12,56,1029,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-01,33123,2012,9,1,Saturday,3,18,67,1026,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-02,27997,2012,9,2,Sunday,3,16,86,1025,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-03,39941,2012,9,3,Monday,3,19,66,1026,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-04,40298,2012,9,4,Tuesday,3,19,72,1024,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-05,40606,2012,9,5,Wednesday,3,16,56,1027,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-06,39864,2012,9,6,Thursday,3,14,61,1028,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-07,41414,2012,9,7,Friday,3,18,59,1024,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-08,40978,2012,9,8,Saturday,3,18,55,1020,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-09,39006,2012,9,9,Sunday,3,19,63,1011,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-10,35489,2012,9,10,Monday,3,19,75,1010,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-11,37276,2012,9,11,Tuesday,3,14,58,1012,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-12,35654,2012,9,12,Wednesday,3,13,70,1015,14,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-13,37938,2012,9,13,Thursday,3,13,63,1019,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-14,36653,2012,9,14,Friday,3,16,64,1014,24,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-15,36493,2012,9,15,Saturday,3,16,68,1017,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-16,29785,2012,9,16,Sunday,3,16,72,1013,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-17,35954,2012,9,17,Monday,3,16,68,1012,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-18,37026,2012,9,18,Tuesday,3,14,61,1014,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-19,36136,2012,9,19,Wednesday,3,12,62,1022,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-20,35929,2012,9,20,Thursday,3,13,67,1021,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-21,32347,2012,9,21,Friday,4,13,75,1015,10,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-22,33867,2012,9,22,Saturday,4,11,67,1019,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-23,8452,2012,9,23,Sunday,4,10,84,1009,13,12.95,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-24,21229,2012,9,24,Monday,4,13,86,989,18,7.87,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-25,33706,2012,9,25,Tuesday,4,13,75,988,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-26,27202,2012,9,26,Wednesday,4,12,85,992,13,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-27,32416,2012,9,27,Thursday,4,14,77,1007,10,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-28,31880,2012,9,28,Friday,4,13,82,1013,14,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-09-29,31223,2012,9,29,Saturday,4,12,70,1018,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-09-30,25263,2012,9,30,Sunday,4,12,77,1019,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-10-01,23627,2012,10,1,Monday,4,14,87,1012,19,3.05,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-02,30107,2012,10,2,Tuesday,4,14,84,1010,18,0.76,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-03,32695,2012,10,3,Wednesday,4,12,78,1005,19,4.06,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-04,35136,2012,10,4,Thursday,4,11,76,1008,13,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-05,23773,2012,10,5,Friday,4,12,85,1007,16,4.06,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-06,30424,2012,10,6,Saturday,4,11,77,1013,8,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-07,27168,2012,10,7,Sunday,4,9,86,1021,5,0,,1,,,FALSE,TRUE,FALSE,FALSE
2012-10-08,22984,2012,10,8,Monday,4,10,92,1014,10,3.05,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-09,32965,2012,10,9,Tuesday,4,11,80,1016,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-10-10,35221,2012,10,10,Wednesday,4,11,69,1015,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-10-11,25324,2012,10,11,Thursday,4,12,89,1004,13,6.1,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-12,31694,2012,10,12,Friday,4,11,73,1005,24,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-13,26289,2012,10,13,Saturday,4,9,84,1005,10,0.76,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-14,25440,2012,10,14,Sunday,4,7,76,1002,8,0,,1,,,FALSE,TRUE,FALSE,FALSE
2012-10-15,30558,2012,10,15,Monday,4,8,83,1002,11,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-16,33253,2012,10,16,Tuesday,4,12,71,1001,24,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-17,30285,2012,10,17,Wednesday,4,12,79,998,19,0.76,1,,1,,TRUE,FALSE,TRUE,FALSE
2012-10-18,32566,2012,10,18,Thursday,4,14,82,1002,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-19,21001,2012,10,19,Friday,4,12,94,1007,6,7.11,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-20,25411,2012,10,20,Saturday,4,11,90,1016,8,5.08,1,1,,,TRUE,TRUE,FALSE,FALSE
2012-10-21,15563,2012,10,21,Sunday,4,11,92,1018,10,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-22,27294,2012,10,22,Monday,4,13,96,1020,10,0,1,1,,,TRUE,TRUE,FALSE,FALSE
2012-10-23,31996,2012,10,23,Tuesday,4,13,96,1024,8,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-24,33882,2012,10,24,Wednesday,4,14,90,1019,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-10-25,29515,2012,10,25,Thursday,4,12,89,1016,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-26,26404,2012,10,26,Friday,4,7,75,1013,18,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-27,17144,2012,10,27,Saturday,4,6,73,1016,18,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-28,15305,2012,10,28,Sunday,4,4,87,1015,11,3.05,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-29,24276,2012,10,29,Monday,4,10,86,1008,13,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-10-30,30325,2012,10,30,Tuesday,4,8,82,1004,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-10-31,29241,2012,10,31,Wednesday,4,9,79,989,18,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-01,26888,2012,11,1,Thursday,4,7,83,980,18,0.76,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-02,28748,2012,11,2,Friday,4,8,76,991,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-03,21498,2012,11,3,Saturday,4,6,78,996,13,0,,1,,,FALSE,TRUE,FALSE,FALSE
2012-11-04,11693,2012,11,4,Sunday,4,5,91,994,10,13.97,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-05,27666,2012,11,5,Monday,4,5,83,1007,6,0,,1,,,FALSE,TRUE,FALSE,FALSE
2012-11-06,27038,2012,11,6,Tuesday,4,5,84,1021,13,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-07,29537,2012,11,7,Wednesday,4,8,83,1024,14,0.25,,,,,FALSE,FALSE,FALSE,FALSE
2012-11-08,29895,2012,11,8,Thursday,4,10,77,1019,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-11-09,29349,2012,11,9,Friday,4,9,79,1009,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-10,18018,2012,11,10,Saturday,4,7,89,998,13,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-11,20971,2012,11,11,Sunday,4,6,84,1013,6,0.25,,1,,,FALSE,TRUE,FALSE,FALSE
2012-11-12,23680,2012,11,12,Monday,4,8,93,1021,10,1.02,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-13,30511,2012,11,13,Tuesday,4,12,89,1026,13,0.25,,,,,FALSE,FALSE,FALSE,FALSE
2012-11-14,31453,2012,11,14,Wednesday,4,10,84,1026,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-11-15,30165,2012,11,15,Thursday,4,8,89,1022,5,0,,1,,,FALSE,TRUE,FALSE,FALSE
2012-11-16,28143,2012,11,16,Friday,4,8,92,1014,6,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-17,20325,2012,11,17,Saturday,4,9,85,1008,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-18,21664,2012,11,18,Sunday,4,5,82,1015,6,0.25,,,,,FALSE,FALSE,FALSE,FALSE
2012-11-19,28127,2012,11,19,Monday,4,6,82,1010,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-20,25921,2012,11,20,Tuesday,4,12,91,1008,21,0.76,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-21,20554,2012,11,21,Wednesday,4,8,90,1008,16,5.08,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-22,27783,2012,11,22,Thursday,4,10,80,1010,24,7.87,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-23,27973,2012,11,23,Friday,4,8,86,1012,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-24,8902,2012,11,24,Saturday,4,6,95,1009,10,7.87,1,1,,,TRUE,TRUE,FALSE,FALSE
2012-11-25,16894,2012,11,25,Sunday,4,9,79,1002,31,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-26,20656,2012,11,26,Monday,4,8,90,998,13,4.06,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-27,20388,2012,11,27,Tuesday,4,7,88,1004,13,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-28,21403,2012,11,28,Wednesday,4,5,81,1013,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-11-29,26212,2012,11,29,Thursday,4,3,81,1012,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-11-30,24838,2012,11,30,Friday,4,2,87,1012,6,0,,1,,,FALSE,TRUE,FALSE,FALSE
2012-12-01,16068,2012,12,1,Saturday,4,2,88,1015,10,0.25,1,1,,,TRUE,TRUE,FALSE,FALSE
2012-12-02,15227,2012,12,2,Sunday,4,1,83,1016,10,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-03,23592,2012,12,3,Monday,4,7,85,1007,14,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-04,26144,2012,12,4,Tuesday,4,4,82,1003,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-12-05,23111,2012,12,5,Wednesday,4,1,82,1009,8,1.02,1,,,1,TRUE,FALSE,FALSE,TRUE
2012-12-06,22645,2012,12,6,Thursday,4,1,84,1012,11,1.02,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-07,20140,2012,12,7,Friday,4,4,77,1003,23,1.02,1,,,1,TRUE,FALSE,FALSE,TRUE
2012-12-08,17805,2012,12,8,Saturday,4,4,80,1024,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-12-09,14147,2012,12,9,Sunday,4,7,77,1019,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-10,23937,2012,12,10,Monday,4,3,77,1023,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-12-11,23531,2012,12,11,Tuesday,4,0,91,1029,8,0.25,,1,,,FALSE,TRUE,FALSE,FALSE
2012-12-12,22344,2012,12,12,Wednesday,4,-2,95,1020,5,0,,1,,,FALSE,TRUE,FALSE,FALSE
2012-12-13,21704,2012,12,13,Thursday,4,-1,87,1005,10,0.25,,,,,FALSE,FALSE,FALSE,FALSE
2012-12-14,17085,2012,12,14,Friday,4,6,89,984,19,7.11,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-15,16962,2012,12,15,Saturday,4,9,82,992,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-16,14128,2012,12,16,Sunday,4,8,87,999,11,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-17,22899,2012,12,17,Monday,4,7,83,1001,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-18,23651,2012,12,18,Tuesday,4,6,84,1015,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-12-19,16828,2012,12,19,Wednesday,4,4,90,1016,13,4.06,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-20,12401,2012,12,20,Thursday,4,8,93,1002,18,7.11,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-21,20395,2012,12,21,Friday,4,8,90,1010,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2012-12-22,5644,2012,12,22,Saturday,1,9,93,1004,16,11.94,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-23,9184,2012,12,23,Sunday,1,11,83,1004,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-24,7985,2012,12,24,Monday,1,10,90,998,16,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-25,16816,2012,12,25,Tuesday,1,7,86,996,18,6.1,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-26,10405,2012,12,26,Wednesday,1,7,85,1004,16,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-27,9013,2012,12,27,Thursday,1,7,82,1006,19,3.05,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-28,10947,2012,12,28,Friday,1,9,88,1016,16,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-29,8498,2012,12,29,Saturday,1,9,83,1004,27,1.02,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-30,11343,2012,12,30,Sunday,1,8,74,1010,27,0,1,,,,TRUE,FALSE,FALSE,FALSE
2012-12-31,8865,2012,12,31,Monday,1,10,85,1003,29,5.08,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-01,12149,2013,1,1,Tuesday,1,6,80,1008,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-02,16203,2013,1,2,Wednesday,1,7,89,1023,13,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-03,21269,2013,1,3,Thursday,1,10,89,1033,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-01-04,22435,2013,1,4,Friday,1,9,84,1037,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-01-05,16242,2013,1,5,Saturday,1,9,90,1035,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-06,13622,2013,1,6,Sunday,1,7,95,1032,10,0,,1,,,FALSE,TRUE,FALSE,FALSE
2013-01-07,23348,2013,1,7,Monday,1,8,90,1026,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-08,25909,2013,1,8,Tuesday,1,9,86,1024,13,1.02,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-09,25341,2013,1,9,Wednesday,1,4,86,1021,6,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-10,24363,2013,1,10,Thursday,1,2,90,1016,5,0,,1,,,FALSE,TRUE,FALSE,FALSE
2013-01-11,23869,2013,1,11,Friday,1,3,89,1017,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-01-12,13562,2013,1,12,Saturday,1,3,80,1012,16,1.02,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-13,12260,2013,1,13,Sunday,1,2,75,1019,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-01-14,17427,2013,1,14,Monday,1,2,88,1011,10,4.06,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-01-15,22797,2013,1,15,Tuesday,1,0,82,1009,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-01-16,22460,2013,1,16,Wednesday,1,-2,91,1013,6,0,,1,,,FALSE,TRUE,FALSE,FALSE
2013-01-17,22210,2013,1,17,Thursday,1,-1,83,1017,5,0.25,,,,,FALSE,FALSE,FALSE,FALSE
2013-01-18,13108,2013,1,18,Friday,1,-1,85,1003,19,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-01-19,7843,2013,1,19,Saturday,1,0,84,997,14,0.76,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-01-20,3728,2013,1,20,Sunday,1,-1,91,995,11,0.51,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-01-21,13467,2013,1,21,Monday,1,-1,90,994,8,3.05,,,,,FALSE,FALSE,FALSE,FALSE
2013-01-22,18061,2013,1,22,Tuesday,1,-1,87,1001,11,1.02,1,1,,1,TRUE,TRUE,FALSE,TRUE
2013-01-23,19404,2013,1,23,Wednesday,1,1,82,1008,14,0.51,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-01-24,20721,2013,1,24,Thursday,1,1,76,1016,11,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-01-25,20178,2013,1,25,Friday,1,1,79,1013,11,0.76,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-01-26,14595,2013,1,26,Saturday,1,4,84,1006,18,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-27,13689,2013,1,27,Sunday,1,7,75,998,29,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-28,18689,2013,1,28,Monday,1,6,82,1005,19,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-29,21268,2013,1,29,Tuesday,1,11,88,1003,26,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-30,23415,2013,1,30,Wednesday,1,9,74,1007,31,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2013-01-31,21957,2013,1,31,Thursday,1,8,72,1012,27,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-01,18081,2013,2,1,Friday,1,6,83,1002,16,4.06,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-02,15757,2013,2,2,Saturday,1,2,68,1016,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-03,13572,2013,2,3,Sunday,1,4,81,1018,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-04,23017,2013,2,4,Monday,1,8,70,1012,26,0,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-05,21177,2013,2,5,Tuesday,1,4,71,1000,31,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-06,20664,2013,2,6,Wednesday,1,3,72,1008,18,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-07,20852,2013,2,7,Thursday,1,3,74,1018,13,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-08,20571,2013,2,8,Friday,1,3,78,1020,10,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-09,11274,2013,2,9,Saturday,1,2,88,1018,8,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-10,4901,2013,2,10,Sunday,1,3,93,998,14,10.92,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-02-11,13468,2013,2,11,Monday,1,1,93,1000,13,5.08,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-02-12,20342,2013,2,12,Tuesday,1,1,78,1015,11,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-02-13,21051,2013,2,13,Wednesday,1,2,76,1021,13,0,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-02-14,21034,2013,2,14,Thursday,1,8,80,1011,21,1.02,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-15,22952,2013,2,15,Friday,1,6,76,1020,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-16,19072,2013,2,16,Saturday,1,7,73,1023,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-17,19044,2013,2,17,Sunday,1,5,83,1021,10,0.25,,1,,,FALSE,TRUE,FALSE,FALSE
2013-02-18,22724,2013,2,18,Monday,1,4,82,1020,11,0.25,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-19,24525,2013,2,19,Tuesday,1,5,75,1019,5,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-20,20938,2013,2,20,Wednesday,1,3,78,1023,14,0.51,,1,,,FALSE,TRUE,FALSE,FALSE
2013-02-21,19757,2013,2,21,Thursday,1,1,58,1024,21,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-22,18313,2013,2,22,Friday,1,1,60,1020,18,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-02-23,11234,2013,2,23,Saturday,1,1,69,1021,13,0,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-02-24,9404,2013,2,24,Sunday,1,1,71,1024,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-25,19800,2013,2,25,Monday,1,2,82,1027,14,0,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-02-26,19595,2013,2,26,Tuesday,1,4,90,1032,14,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-02-27,21484,2013,2,27,Wednesday,1,3,82,1034,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-02-28,21985,2013,2,28,Thursday,1,4,77,1029,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-01,19487,2013,3,1,Friday,1,4,76,1029,11,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-02,15265,2013,3,2,Saturday,1,2,71,1027,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-03,14520,2013,3,3,Sunday,1,3,79,1023,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-04,23036,2013,3,4,Monday,1,5,77,1013,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-05,27054,2013,3,5,Tuesday,1,8,72,1004,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-06,24324,2013,3,6,Wednesday,1,10,72,1000,8,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-07,17322,2013,3,7,Thursday,1,8,92,996,10,3.05,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-08,13843,2013,3,8,Friday,1,9,95,998,10,5.08,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-09,14244,2013,3,9,Saturday,1,6,88,1003,8,0.25,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-10,10163,2013,3,10,Sunday,1,2,78,1006,16,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-03-11,16546,2013,3,11,Monday,1,-1,65,1007,26,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-03-12,18794,2013,3,12,Tuesday,1,1,60,1009,23,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-03-13,20245,2013,3,13,Wednesday,1,3,66,1011,11,0,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-03-14,21984,2013,3,14,Thursday,1,3,63,1015,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-15,17159,2013,3,15,Friday,1,6,81,1007,18,2.03,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-16,9190,2013,3,16,Saturday,1,7,84,995,27,5.08,1,,1,,TRUE,FALSE,TRUE,FALSE
2013-03-17,7940,2013,3,17,Sunday,1,4,88,990,13,6.1,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-18,15852,2013,3,18,Monday,1,3,91,991,5,1.02,1,1,1,,TRUE,TRUE,TRUE,FALSE
2013-03-19,22479,2013,3,19,Tuesday,1,6,82,998,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-20,22216,2013,3,20,Wednesday,1,4,84,1007,10,0.25,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-21,22061,2013,3,21,Thursday,2,3,76,1015,16,1.02,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-22,16233,2013,3,22,Friday,2,3,81,1009,27,0.51,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-23,5249,2013,3,23,Saturday,2,1,91,1010,23,3.05,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-03-24,6786,2013,3,24,Sunday,2,1,77,1013,19,0.25,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-03-25,17290,2013,3,25,Monday,2,1,64,1014,19,0,,,,1,FALSE,FALSE,FALSE,TRUE
2013-03-26,18384,2013,3,26,Tuesday,2,1,63,1013,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-27,19184,2013,3,27,Wednesday,2,2,62,1011,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-28,18052,2013,3,28,Thursday,2,1,64,1012,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-29,10909,2013,3,29,Friday,2,2,59,1011,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-03-30,9793,2013,3,30,Saturday,2,3,65,1012,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2013-03-31,9007,2013,3,31,Sunday,2,1,65,1014,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2013-04-01,9421,2013,4,1,Monday,2,3,62,1011,18,0,1,,,1,TRUE,FALSE,FALSE,TRUE
2013-04-02,19148,2013,4,2,Tuesday,2,4,53,1015,16,0,,,,,FALSE,FALSE,FALSE,FALSE
