Day,bikes_hired,year,month,date,day_of_week,season,avg_temp,avg_humidity,avg_pressure,avg_windspeed,rainfall_mm,Rain,Fog,Thunderstorm,Snow,rain,fog,thunderstorm,snow
2011-01-01,4555,2011,1,1,Saturday,1,6,84,1025,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-02,6250,2011,1,2,Sunday,1,3,79,1028,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-03,7262,2011,1,3,Monday,1,0,80,1024,6,0,,,,1,FALSE,FALSE,FALSE,TRUE
2011-01-04,13430,2011,1,4,Tuesday,1,3,87,1013,6,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-05,13757,2011,1,5,Wednesday,1,6,84,1000,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-06,9595,2011,1,6,Thursday,1,4,92,996,5,0,1,1,,1,TRUE,TRUE,FALSE,TRUE
2011-01-07,9294,2011,1,7,Friday,1,6,92,999,11,0,1,1,,,TRUE,TRUE,FALSE,FALSE
2011-01-08,9338,2011,1,8,Saturday,1,6,82,997,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-09,10558,2011,1,9,Sunday,1,3,79,1012,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-10,16058,2011,1,10,Monday,1,3,87,1011,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-11,16412,2011,1,11,Tuesday,1,6,82,1006,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-12,13894,2011,1,12,Wednesday,1,8,89,1011,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-13,15911,2011,1,13,Thursday,1,12,89,1009,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-14,14834,2011,1,14,Friday,1,10,87,1010,24,0,1,,1,,TRUE,FALSE,TRUE,FALSE
2011-01-15,11851,2011,1,15,Saturday,1,9,79,1015,24,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-16,10471,2011,1,16,Sunday,1,10,83,1016,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-17,10835,2011,1,17,Monday,1,7,90,1019,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-18,17703,2011,1,18,Tuesday,1,3,85,1027,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-19,18350,2011,1,19,Wednesday,1,3,88,1035,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-20,17957,2011,1,20,Thursday,1,3,86,1036,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-21,16509,2011,1,21,Friday,1,1,83,1039,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-22,10658,2011,1,22,Saturday,1,3,86,1037,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-23,9911,2011,1,23,Sunday,1,7,85,1034,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-24,17193,2011,1,24,Monday,1,4,83,1030,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-25,17045,2011,1,25,Tuesday,1,4,88,1017,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-26,16396,2011,1,26,Wednesday,1,4,86,1011,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-01-27,16519,2011,1,27,Thursday,1,2,66,1021,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-28,15538,2011,1,28,Friday,1,1,65,1023,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-29,9379,2011,1,29,Saturday,1,1,75,1022,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-30,9455,2011,1,30,Sunday,1,2,75,1023,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-01-31,16260,2011,1,31,Monday,1,1,80,1025,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-01,16331,2011,2,1,Tuesday,1,3,86,1026,14,0,,1,,,FALSE,TRUE,FALSE,FALSE
2011-02-02,18102,2011,2,2,Wednesday,1,6,89,1024,14,0,1,1,,,TRUE,TRUE,FALSE,FALSE
2011-02-03,15593,2011,2,3,Thursday,1,6,77,1023,19,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-04,14938,2011,2,4,Friday,1,11,77,1016,37,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-05,8442,2011,2,5,Saturday,1,12,77,1017,35,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-06,9437,2011,2,6,Sunday,1,11,77,1020,29,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-07,16537,2011,2,7,Monday,1,8,75,1015,27,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-08,19829,2011,2,8,Tuesday,1,4,80,1022,8,0,,1,,,FALSE,TRUE,FALSE,FALSE
2011-02-09,18197,2011,2,9,Wednesday,1,8,83,1017,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-10,11496,2011,2,10,Thursday,1,10,90,1012,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-11,16070,2011,2,11,Friday,1,10,89,1011,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-12,12855,2011,2,12,Saturday,1,7,84,1011,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-13,7034,2011,2,13,Sunday,1,7,87,1002,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-14,17836,2011,2,14,Monday,1,7,81,1001,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-15,15667,2011,2,15,Tuesday,1,6,88,991,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-16,18989,2011,2,16,Wednesday,1,6,83,995,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-17,18938,2011,2,17,Thursday,1,7,85,1005,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-18,17460,2011,2,18,Friday,1,6,85,1012,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-19,6250,2011,2,19,Saturday,1,4,91,1010,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-20,7882,2011,2,20,Sunday,1,4,88,1015,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-21,13720,2011,2,21,Monday,1,6,85,1013,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-22,15948,2011,2,22,Tuesday,1,6,90,1016,6,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-23,12936,2011,2,23,Wednesday,1,8,90,1016,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-24,19230,2011,2,24,Thursday,1,10,83,1022,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-02-25,18634,2011,2,25,Friday,1,10,83,1023,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-26,7749,2011,2,26,Saturday,1,8,83,1014,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-27,8349,2011,2,27,Sunday,1,6,82,1021,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-02-28,13843,2011,2,28,Monday,1,4,82,1030,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-01,15774,2011,3,1,Tuesday,1,4,78,1038,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-02,16929,2011,3,2,Wednesday,1,3,77,1036,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-03,16576,2011,3,3,Thursday,1,2,81,1035,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-04,16971,2011,3,4,Friday,1,3,74,1033,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-05,9847,2011,3,5,Saturday,1,3,80,1030,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-06,7142,2011,3,6,Sunday,1,4,68,1031,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-07,16192,2011,3,7,Monday,1,5,67,1029,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-08,17240,2011,3,8,Tuesday,1,4,74,1020,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-09,18494,2011,3,9,Wednesday,1,7,71,1016,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-10,18794,2011,3,10,Thursday,1,9,71,1012,29,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-11,19074,2011,3,11,Friday,1,7,73,1014,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-12,15488,2011,3,12,Saturday,1,10,72,1002,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-13,10526,2011,3,13,Sunday,1,6,83,1001,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-14,19451,2011,3,14,Monday,1,6,78,1015,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-15,19568,2011,3,15,Tuesday,1,10,85,1014,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-16,19643,2011,3,16,Wednesday,1,8,87,1013,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-17,20036,2011,3,17,Thursday,1,7,81,1015,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-18,14612,2011,3,18,Friday,1,4,81,1023,6,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-19,17801,2011,3,19,Saturday,1,4,65,1033,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-20,14694,2011,3,20,Sunday,1,7,75,1033,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-21,20710,2011,3,21,Monday,2,9,77,1034,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-22,21792,2011,3,22,Tuesday,2,11,68,1038,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-23,23837,2011,3,23,Wednesday,2,10,73,1040,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-24,23518,2011,3,24,Thursday,2,10,72,1034,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-25,24343,2011,3,25,Friday,2,11,68,1020,5,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-26,16095,2011,3,26,Saturday,2,10,77,1015,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-27,17550,2011,3,27,Sunday,2,11,73,1014,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-28,21602,2011,3,28,Monday,2,11,65,1016,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-03-29,22080,2011,3,29,Tuesday,2,10,73,1013,6,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-30,18945,2011,3,30,Wednesday,2,10,85,1011,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-03-31,20831,2011,3,31,Thursday,2,13,81,1011,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-04-01,22048,2011,4,1,Friday,2,13,81,1017,21,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-02,19829,2011,4,2,Saturday,2,13,73,1010,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-03,17294,2011,4,3,Sunday,2,10,72,1014,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-04,20949,2011,4,4,Monday,2,9,73,1021,19,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-05,16690,2011,4,5,Tuesday,2,11,85,1021,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-04-06,25597,2011,4,6,Wednesday,2,17,56,1025,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-07,25451,2011,4,7,Thursday,2,13,67,1027,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-08,26622,2011,4,8,Friday,2,14,56,1027,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-09,22323,2011,4,9,Saturday,2,13,60,1025,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-10,21346,2011,4,10,Sunday,2,13,58,1024,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-11,22204,2011,4,11,Monday,2,13,65,1022,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-04-12,23651,2011,4,12,Tuesday,2,9,53,1029,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-13,18909,2011,4,13,Wednesday,2,9,70,1023,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-14,22346,2011,4,14,Thursday,2,10,72,1019,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-15,22974,2011,4,15,Friday,2,13,64,1020,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-16,19632,2011,4,16,Saturday,2,13,66,1022,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-17,22009,2011,4,17,Sunday,2,14,66,1024,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-18,24032,2011,4,18,Monday,2,13,61,1018,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-19,27914,2011,4,19,Tuesday,2,17,57,1012,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-20,27934,2011,4,20,Wednesday,2,18,57,1014,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-21,26547,2011,4,21,Thursday,2,18,50,1013,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-22,23719,2011,4,22,Friday,2,18,51,1008,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-23,19182,2011,4,23,Saturday,2,18,55,1012,5,0,1,,1,,TRUE,FALSE,TRUE,FALSE
2011-04-24,21313,2011,4,24,Sunday,2,17,71,1018,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-25,21669,2011,4,25,Monday,2,16,57,1023,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-26,22038,2011,4,26,Tuesday,2,12,73,1025,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-27,24349,2011,4,27,Wednesday,2,12,58,1025,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-04-28,23794,2011,4,28,Thursday,2,11,71,1020,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-29,19700,2011,4,29,Friday,2,15,72,1012,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-04-30,21574,2011,4,30,Saturday,2,16,62,1009,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-01,19489,2011,5,1,Sunday,2,16,50,1010,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-02,18126,2011,5,2,Monday,2,12,52,1012,24,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-03,23786,2011,5,3,Tuesday,2,10,52,1017,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-04,26183,2011,5,4,Wednesday,2,11,57,1021,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-05,23620,2011,5,5,Thursday,2,14,56,1019,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-06,28971,2011,5,6,Friday,2,17,47,1015,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-07,22274,2011,5,7,Saturday,2,18,73,1011,13,0,1,,1,,TRUE,FALSE,TRUE,FALSE
2011-05-08,21011,2011,5,8,Sunday,2,17,72,1014,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-09,27172,2011,5,9,Monday,2,16,65,1021,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-10,29417,2011,5,10,Tuesday,2,14,64,1025,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-11,27205,2011,5,11,Wednesday,2,12,73,1023,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-12,23461,2011,5,12,Thursday,2,12,66,1020,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-13,23991,2011,5,13,Friday,2,12,65,1020,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-14,21100,2011,5,14,Saturday,2,11,64,1020,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-15,19097,2011,5,15,Sunday,2,12,65,1025,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-16,24620,2011,5,16,Monday,2,14,69,1023,21,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-17,25464,2011,5,17,Tuesday,2,14,75,1020,19,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-18,23068,2011,5,18,Wednesday,2,14,82,1015,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-19,27534,2011,5,19,Thursday,2,13,64,1018,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-20,27523,2011,5,20,Friday,2,14,60,1019,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-21,24408,2011,5,21,Saturday,2,14,62,1019,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-22,19348,2011,5,22,Sunday,2,14,62,1016,24,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-23,24268,2011,5,23,Monday,2,14,71,1020,23,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-24,27768,2011,5,24,Tuesday,2,13,54,1025,23,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-25,28708,2011,5,25,Wednesday,2,13,54,1022,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-26,18055,2011,5,26,Thursday,2,13,75,1008,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-27,22907,2011,5,27,Friday,2,13,66,1017,18,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-28,15693,2011,5,28,Saturday,2,12,75,1014,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-29,18396,2011,5,29,Sunday,2,16,74,1012,24,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-05-30,16097,2011,5,30,Monday,2,16,85,1011,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-05-31,23312,2011,5,31,Tuesday,2,12,63,1020,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-01,26054,2011,6,1,Wednesday,2,13,65,1030,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-02,26920,2011,6,2,Thursday,2,17,67,1033,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-03,26641,2011,6,3,Friday,2,19,60,1031,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-04,15233,2011,6,4,Saturday,2,19,65,1022,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-05,8420,2011,6,5,Sunday,2,16,77,1012,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-06,13812,2011,6,6,Monday,2,12,81,1006,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-07,22378,2011,6,7,Tuesday,2,14,67,1004,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-08,23013,2011,6,8,Wednesday,2,13,72,1006,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-09,25061,2011,6,9,Thursday,2,13,70,1013,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-10,20141,2011,6,10,Friday,2,11,73,1014,10,0,1,,1,,TRUE,FALSE,TRUE,FALSE
2011-06-11,21059,2011,6,11,Saturday,2,12,68,1016,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-12,6061,2011,6,12,Sunday,2,11,87,1013,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-13,23978,2011,6,13,Monday,2,17,75,1011,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-14,28889,2011,6,14,Tuesday,2,16,65,1018,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-15,25643,2011,6,15,Wednesday,2,17,78,1014,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-16,17566,2011,6,16,Thursday,2,13,82,1011,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-17,15723,2011,6,17,Friday,2,12,89,1005,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-18,13721,2011,6,18,Saturday,2,14,76,1001,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-19,17092,2011,6,19,Sunday,2,14,71,1011,23,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-20,20101,2011,6,20,Monday,2,16,79,1012,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-21,26780,2011,6,21,Tuesday,3,17,71,1010,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-22,22745,2011,6,22,Wednesday,3,16,77,1009,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-23,24559,2011,6,23,Thursday,3,14,71,1015,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-24,22137,2011,6,24,Friday,3,14,72,1022,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-25,17944,2011,6,25,Saturday,3,17,83,1021,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-06-26,23483,2011,6,26,Sunday,3,21,69,1021,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-27,26243,2011,6,27,Monday,3,24,61,1013,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-28,21950,2011,6,28,Tuesday,3,18,83,1015,10,0,1,,1,,TRUE,FALSE,TRUE,FALSE
2011-06-29,28073,2011,6,29,Wednesday,3,15,59,1022,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-06-30,27297,2011,6,30,Thursday,3,15,62,1025,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-01,27758,2011,7,1,Friday,3,15,55,1026,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-02,22764,2011,7,2,Saturday,3,18,56,1020,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-03,21423,2011,7,3,Sunday,3,17,57,1017,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-04,27332,2011,7,4,Monday,3,19,55,1017,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-05,24802,2011,7,5,Tuesday,3,19,69,1012,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-06,26207,2011,7,6,Wednesday,3,17,69,1005,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-07,20483,2011,7,7,Thursday,3,17,79,1003,23,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-08,19485,2011,7,8,Friday,3,16,78,1004,18,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-09,21360,2011,7,9,Saturday,3,17,73,1011,16,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-10,20203,2011,7,10,Sunday,3,17,72,1017,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-11,26355,2011,7,11,Monday,3,18,59,1019,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-12,26633,2011,7,12,Tuesday,3,17,68,1018,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-13,25417,2011,7,13,Wednesday,3,16,61,1019,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-14,26479,2011,7,14,Thursday,3,17,54,1019,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-15,27114,2011,7,15,Friday,3,18,59,1016,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-16,10224,2011,7,16,Saturday,3,16,86,1001,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-17,10965,2011,7,17,Sunday,3,16,79,994,21,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-18,18541,2011,7,18,Monday,3,16,81,997,24,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-19,21218,2011,7,19,Tuesday,3,16,84,1003,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-20,21580,2011,7,20,Wednesday,3,14,81,1009,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-21,20951,2011,7,21,Thursday,3,16,83,1013,6,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-22,25172,2011,7,22,Friday,3,16,68,1016,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-23,20264,2011,7,23,Saturday,3,14,66,1014,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-07-24,22464,2011,7,24,Sunday,3,17,64,1010,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-25,25185,2011,7,25,Monday,3,17,53,1009,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-26,25636,2011,7,26,Tuesday,3,17,70,1015,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-27,24989,2011,7,27,Wednesday,3,18,71,1020,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-28,26759,2011,7,28,Thursday,3,19,65,1022,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-29,25373,2011,7,29,Friday,3,17,71,1023,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-30,23930,2011,7,30,Saturday,3,17,56,1022,8,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-07-31,21388,2011,7,31,Sunday,3,18,65,1016,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-01,22940,2011,8,1,Monday,3,22,50,1013,11,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-02,24290,2011,8,2,Tuesday,3,22,62,1014,6,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-03,26120,2011,8,3,Wednesday,3,22,58,1014,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-04,15149,2011,8,4,Thursday,3,18,84,1010,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-05,26792,2011,8,5,Friday,3,20,70,1011,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-06,20485,2011,8,6,Saturday,3,17,72,1003,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-07,14912,2011,8,7,Sunday,3,16,77,1002,18,0,1,,1,,TRUE,FALSE,TRUE,FALSE
2011-08-08,23489,2011,8,8,Monday,3,16,72,1007,16,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-09,23011,2011,8,9,Tuesday,3,16,56,1022,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-10,24182,2011,8,10,Wednesday,3,17,65,1022,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-11,20573,2011,8,11,Thursday,3,18,78,1011,19,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-12,22971,2011,8,12,Friday,3,20,78,1010,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-13,20731,2011,8,13,Saturday,3,18,78,1006,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-14,21115,2011,8,14,Sunday,3,18,67,1007,13,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-15,23657,2011,8,15,Monday,3,17,67,1016,14,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-16,24899,2011,8,16,Tuesday,3,18,79,1016,14,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-17,23010,2011,8,17,Wednesday,3,17,71,1017,10,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-18,16139,2011,8,18,Thursday,3,13,84,1015,11,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-19,25444,2011,8,19,Friday,3,14,76,1019,10,0,,,,,FALSE,FALSE,FALSE,FALSE
2011-08-20,17334,2011,8,20,Saturday,3,17,75,1018,13,0,1,,,,TRUE,FALSE,FALSE,FALSE
2011-08-21,21836,2011,8,21,Sunday,3,18,70,1014,8,0,1,,,,TRUE,FALSE,FALSE,FALSE
